epoch,accuracy,loss,val_accuracy,val_loss
0,0.9570993781089783,0.12721408903598785,0.579250693321228,2.2520015239715576
1,0.9701079726219177,0.09265783429145813,0.5446686148643494,2.467803955078125
2,0.9620813727378845,0.1079101637005806,0.5763688683509827,2.2466514110565186
3,0.9678937196731567,0.09183914959430695,0.5706051588058472,2.2696664333343506
4,0.9654027223587036,0.08905155956745148,0.5561959743499756,2.4545633792877197
5,0.974259614944458,0.07602619379758835,0.5446686148643494,2.3454384803771973
6,0.975089967250824,0.07538953423500061,0.5994236469268799,2.2181601524353027
7,0.975643515586853,0.06527619808912277,0.5734870433807373,2.5499417781829834
8,0.9698311686515808,0.07714011520147324,0.5706051588058472,2.5004079341888428
9,0.9518405795097351,0.1435985267162323,0.5677233338356018,2.358372449874878
10,0.9496263265609741,0.13710366189479828,0.5100864768028259,2.7075159549713135
11,0.9712150692939758,0.08011806756258011,0.5533141493797302,2.551190137863159
12,0.9806255102157593,0.05417507886886597,0.5734870433807373,2.5990700721740723
13,0.9773041605949402,0.06114489212632179,0.5417867302894592,2.5897326469421387
14,0.9773041605949402,0.05681021884083748,0.5763688683509827,2.6853482723236084
15,0.9775809645652771,0.05973903462290764,0.5706051588058472,2.768742084503174
16,0.9712150692939758,0.08097164332866669,0.5475504398345947,2.7808122634887695
17,0.9629117250442505,0.09983611851930618,0.5763688683509827,2.835890054702759
18,0.9690008163452148,0.08147412538528442,0.5734870433807373,2.819457530975342
19,0.9606974720954895,0.10717000812292099,0.5648415088653564,2.7076210975646973
20,0.9551619291305542,0.1093495637178421,0.5677233338356018,2.8516347408294678
21,0.9709382653236389,0.0791548416018486,0.5446686148643494,3.120999574661255
22,0.9601439237594604,0.1175219863653183,0.5561959743499756,3.405315637588501
23,0.9640188217163086,0.09736237674951553,0.5446686148643494,2.8294332027435303
24,0.9701079726219177,0.08666027337312698,0.5533141493797302,2.9271421432495117
